Rank,Word,Part of speech,Frequency,Dispersion
2479,due,Adjective,13252,0.97
2480,straight,Adjective,13474,0.96
2481,publication,Noun,14045,0.92
2482,pretty,Adjective,13951,0.92
2483,crop,Noun,13733,0.94
2484,dig,Verb,13633,0.94
2485,strike,Noun,13686,0.94
2486,permanent,Adjective,13390,0.96
2487,plant,Verb,13526,0.95
2488,phenomenon,Noun,14087,0.91
2489,anxiety,Noun,14088,0.91
2490,unlike,Preposition,13248,0.97
2491,wet,Adjective,13963,0.92
2492,literally,Adverb,13425,0.95
2493,resist,Verb,13330,0.96
2494,convention,Noun,14497,0.88
2495,embrace,Verb,13183,0.97
2496,supply,Verb,13399,0.95
2497,assist,Verb,13748,0.93
2498,exhibition,Noun,13987,0.91
2499,construct,Verb,14234,0.89
2500,viewer,Noun,13479,0.94
2501,pan,Noun,14148,0.9
2502,consultant,Noun,13646,0.93
2503,soon,Conjunction,13547,0.94
2504,line,Verb,13373,0.95
2505,administrator,Noun,14058,0.9
2506,date,Verb,13231,0.96
2507,occasionally,Adverb,13321,0.95
2508,mayor,Noun,13903,0.91
2509,consideration,Noun,14047,0.9
2510,CEO,Noun,13956,0.91
2511,secure,Verb,13181,0.96
2512,pink,Adjective,13849,0.91
2513,smoke,Verb,13438,0.94
2514,estimate,Noun,13718,0.92
2515,buck,Noun,13693,0.92
2516,historic,Adjective,13507,0.94
2517,poem,Noun,13702,0.92
2518,grandmother,Noun,13670,0.92
2519,bind,Verb,13109,0.96
2520,fifth,Measure,13150,0.96
2521,constantly,Adverb,13033,0.97
2522,enterprise,Noun,13542,0.93
2523,favor,Verb,13235,0.95
2524,testing,Noun,13725,0.92
2525,stomach,Noun,13845,0.91
2526,apparent,Adjective,13434,0.93
2527,weigh,Verb,13051,0.96
2528,install,Verb,13584,0.92
2529,sensitive,Adjective,13115,0.96
2530,suggestion,Noun,13145,0.95
2531,mail,Noun,13024,0.96
2532,recipe,Noun,13840,0.9
2533,reasonable,Adjective,13130,0.95
2534,preparation,Noun,13553,0.92
2535,wooden,Adjective,13518,0.92
2536,elementary,Adjective,13831,0.9
2537,concert,Noun,13270,0.94
2538,aggressive,Adjective,13191,0.95
2539,false,Adjective,12871,0.97
2540,intention,Noun,13207,0.94
2541,channel,Noun,12975,0.96
2542,extreme,Adjective,13064,0.95
2543,tube,Noun,13364,0.93
2544,drawing,Noun,13377,0.93
2545,protein,Noun,14036,0.89
2546,quit,Verb,13045,0.95
2547,absence,Noun,13597,0.92
2548,roll,Noun,13053,0.95
2549,Latin,Adjective,13797,0.9
2550,rapidly,Adverb,13066,0.95
2551,jail,Noun,13324,0.93
2552,comment,Verb,12930,0.96
2553,diversity,Noun,13872,0.89
2554,honest,Adjective,12916,0.96
2555,Palestinian,Adjective,14008,0.88
2556,pace,Noun,12891,0.96
2557,employment,Noun,13673,0.9
2558,speaker,Noun,12889,0.96
2559,impression,Noun,12746,0.97
2560,essay,Noun,13802,0.89
2561,respondent,Noun,15057,0.82
2562,giant,Adjective,12963,0.95
2563,cake,Noun,13336,0.92
2564,historian,Noun,13437,0.92
2565,negotiate,Verb,13043,0.94
2566,restore,Verb,12814,0.96
2567,substantial,Adjective,13376,0.92
2568,pop,Verb,13123,0.93
2569,particular,Adverb,13259,0.92
2570,specialist,Noun,13041,0.94
2571,origin,Noun,13654,0.9
2572,approval,Noun,12795,0.96
2573,mine,Noun,12824,0.95
2574,quietly,Adverb,13503,0.91
2575,advise,Verb,12709,0.96
2576,conventional,Adjective,13209,0.93
2577,drop,Noun,12757,0.96
2578,count,Noun,13007,0.94
2579,depth,Noun,12927,0.95
2580,wealth,Noun,12886,0.95
2581,disability,Noun,14197,0.86
2582,shell,Noun,12957,0.94
2583,general,Adverb,13256,0.92
2584,criticize,Verb,12906,0.94
2585,fast,Adjective,12738,0.96
2586,professional,Noun,13402,0.91
2587,effectively,Adverb,13277,0.92
2588,biological,Adjective,13233,0.92
2589,pack,Noun,13238,0.92
2590,onion,Noun,13769,0.88
2591,deputy,Noun,12972,0.94
2592,flat,Adjective,12899,0.94
2593,brand,Noun,13103,0.93
2594,assure,Verb,12542,0.97
2595,mad,Adjective,12903,0.94
2596,award,Noun,12874,0.94
2597,criteria,Noun,14160,0.86
2598,dealer,Noun,12999,0.93
2599,via,Preposition,13064,0.93
2600,alternative,Adjective,13289,0.91
2601,utility,Noun,13150,0.92
2602,precisely,Adverb,12878,0.94
2603,arise,Verb,13351,0.91
2604,armed,Adjective,12966,0.93
2605,nevertheless,Adverb,13190,0.92
2606,highway,Noun,12649,0.96
2607,clinical,Adjective,13593,0.89
2608,routine,Noun,12576,0.96
2609,schedule,Verb,12881,0.94
2610,wage,Noun,13033,0.93
2611,normally,Adverb,12402,0.97
2612,phrase,Noun,12558,0.96
2613,ingredient,Noun,13382,0.9
2614,stake,Noun,12603,0.96
2615,Muslim,Adjective,13147,0.92
2616,dream,Verb,12887,0.93
2617,fiber,Noun,13606,0.88
2618,activist,Noun,12737,0.94
2619,Islamic,Adjective,13323,0.9
2620,snap,Verb,13362,0.9
2621,terrorism,Noun,13806,0.87
2622,refugee,Noun,13010,0.92
2623,incorporate,Verb,13310,0.9
2624,hip,Noun,12863,0.93
2625,ultimate,Adjective,12542,0.95
2626,switch,Verb,12508,0.95
2627,corporation,Noun,12612,0.95
2628,valuable,Adjective,12628,0.94
2629,assumption,Noun,13434,0.89
2630,gear,Noun,12872,0.93
2631,graduate,Verb,12480,0.95
2632,barrier,Noun,12772,0.93
2633,minor,Adjective,12346,0.96
2634,provision,Noun,13256,0.9
2635,killer,Noun,12631,0.94
2636,assign,Verb,12836,0.93
2637,gang,Noun,12662,0.94
2638,developing,Adjective,13171,0.9
2639,classic,Adjective,12610,0.94
2640,chemical,Noun,12673,0.94
2641,wave,Verb,13567,0.87
2642,label,Noun,12497,0.95
2643,teen,Noun,12663,0.94
2644,index,Noun,12751,0.93
2645,vacation,Noun,12424,0.95
2646,advocate,Noun,12565,0.94
2647,draft,Noun,12684,0.93
2648,extraordinary,Adjective,12356,0.96
2649,heaven,Noun,12461,0.95
2650,rough,Adjective,12365,0.96
2651,yell,Verb,13131,0.9
2652,pregnant,Adjective,12329,0.96
2653,distant,Adjective,12542,0.94
2654,drama,Noun,12393,0.95
2655,satellite,Noun,12438,0.94
2656,personally,Adverb,12317,0.95
2657,wonder,Noun,12265,0.96
2658,clock,Noun,12395,0.95
2659,chocolate,Noun,12682,0.92
2660,Italian,Adjective,12384,0.95
2661,Canadian,Adjective,12820,0.91
2662,ceiling,Noun,12668,0.92
2663,sweep,Verb,12431,0.94
2664,advertising,Noun,12601,0.93
2665,universal,Adjective,12590,0.93
2666,spin,Verb,12673,0.92
2667,house,Verb,12268,0.95
2668,button,Noun,12552,0.93
2669,bell,Noun,12421,0.94
2670,rank,Noun,12236,0.95
2671,darkness,Noun,13275,0.88
2672,ahead,Preposition,12125,0.96
2673,clothing,Noun,12078,0.96
2674,super,Adjective,12586,0.92
2675,yield,Verb,12634,0.92
2676,fence,Noun,12390,0.94
2677,portrait,Noun,12340,0.94
2678,paint,Noun,12673,0.91
2679,survival,Noun,12335,0.94
2680,roughly,Adverb,12200,0.95
2681,lawsuit,Noun,12656,0.91
2682,bottom,Adjective,12169,0.95
2683,testimony,Noun,12679,0.91
2684,bunch,Noun,12225,0.95
2685,beat,Noun,13118,0.88
2686,wind,Verb,12054,0.96
2687,found,Verb,12376,0.93
2688,burden,Noun,12054,0.96
2689,react,Verb,11874,0.97
2690,chamber,Noun,12034,0.96
2691,furniture,Noun,12461,0.92
2692,cooperation,Noun,12833,0.9
2693,string,Noun,11974,0.96
2694,ceremony,Noun,11923,0.97
2695,communicate,Verb,12179,0.95
2696,taste,Verb,12397,0.93
2697,cheek,Noun,13411,0.86
2698,lost,Adjective,11886,0.97
2699,profile,Noun,12089,0.95
2700,mechanism,Noun,12948,0.89
2701,disagree,Verb,12280,0.93
2702,like,Adverb,13238,0.87
2703,penalty,Noun,12310,0.93
2704,match,Noun,12025,0.95
2705,ie,Adverb,13724,0.83
2706,advance,Verb,12056,0.95
2707,resort,Noun,12379,0.92
2708,destruction,Noun,12356,0.92
2709,bear,Noun,12194,0.94
2710,unlikely,Adjective,11869,0.96
2711,tissue,Noun,12342,0.92
2712,constitutional,Adjective,12567,0.91
2713,pant,Noun,12457,0.91
2714,stranger,Noun,12261,0.93
2715,infection,Noun,12402,0.92
2716,cabinet,Noun,11846,0.96
2717,broken,Adjective,12097,0.94
2718,apple,Noun,12172,0.93
2719,electric,Adjective,12007,0.95
2720,proceed,Verb,11808,0.96
2721,track,Verb,11773,0.96
2722,bet,Verb,12079,0.94
2723,literary,Adjective,12801,0.88
2724,virus,Noun,12106,0.93
2725,stupid,Adjective,12467,0.91
2726,dispute,Noun,12203,0.93
2727,fortune,Noun,11815,0.96
2728,strategic,Adjective,12347,0.92
2729,assistant,Noun,11828,0.96
2730,overcome,Verb,11801,0.96
2731,remarkable,Adjective,11683,0.96
2732,occupy,Verb,11756,0.96
2733,statistics,Noun,12086,0.93
2734,shopping,Noun,11957,0.94
2735,cousin,Noun,12155,0.93
2736,encounter,Verb,11974,0.94
2737,wipe,Verb,12435,0.91
2738,initially,Adverb,12022,0.94
2739,blind,Adjective,12005,0.94
2740,white,Noun,11815,0.95
2741,port,Noun,11893,0.95
2742,honor,Verb,11653,0.96
2743,electricity,Noun,11954,0.94
2744,genetic,Adjective,12069,0.93
2745,adviser,Noun,12112,0.93
2746,pay,Noun,11883,0.94
2747,spokesman,Noun,12689,0.88
2748,retain,Verb,12041,0.93
2749,latter,Determiner,12527,0.89
2750,incentive,Noun,12105,0.92
2751,slave,Noun,11863,0.94
2752,chemical,Adjective,12006,0.93
2753,translate,Verb,11722,0.95
2754,accurate,Adjective,11842,0.94
2755,whereas,Conjunction,12668,0.88
2756,terror,Noun,12342,0.9
2757,though,Adverb,12073,0.92
2758,expansion,Noun,12054,0.92
2759,elite,Noun,12329,0.9
2760,Olympic,Adjective,13072,0.85
2761,dirt,Noun,12063,0.92
2762,odd,Adjective,11849,0.94
2763,rice,Noun,11944,0.93
2764,bullet,Noun,11706,0.95
2765,tight,Adjective,11641,0.95
2766,Bible,Noun,11539,0.96
2767,chart,Noun,11861,0.93
2768,solar,Adjective,12121,0.91
2769,decline,Noun,11956,0.92
2770,conservative,Noun,11941,0.92
2771,process,Verb,11940,0.92
2772,square,Adjective,11630,0.95
2773,stick,Noun,11795,0.94
2774,concentration,Noun,12146,0.91
2775,complicated,Adjective,11306,0.98
2776,gently,Adverb,12233,0.9
2777,champion,Noun,12247,0.9
2778,scenario,Noun,11747,0.94
2779,telescope,Noun,12754,0.86
2780,reflection,Noun,11882,0.93
2781,revolution,Noun,11800,0.93
2782,strip,Noun,11543,0.95
2783,interpret,Verb,12321,0.89
2784,friendly,Adjective,11360,0.97
2785,tournament,Noun,12684,0.87
2786,fiction,Noun,11701,0.94
2787,detect,Verb,11776,0.93
2788,balance,Verb,11536,0.95
2789,likely,Adverb,11551,0.95
2790,tremendous,Adjective,11678,0.94
2791,lifetime,Noun,11293,0.97
2792,recommendation,Noun,11824,0.93
2793,flow,Verb,11365,0.96
2794,senator,Noun,12091,0.91
2795,market,Verb,11650,0.94
2796,hunting,Noun,12100,0.9
2797,salad,Noun,12103,0.9
2798,guarantee,Verb,11430,0.96
2799,innocent,Adjective,11530,0.95
2800,boundary,Noun,12082,0.9
2801,pause,Verb,12583,0.87
2802,remote,Adjective,11346,0.96
2803,satisfaction,Noun,12237,0.89
2804,journal,Noun,11849,0.92
2805,bench,Noun,11666,0.93
2806,lover,Noun,11499,0.95
2807,raw,Adjective,11310,0.96
2808,awareness,Noun,12013,0.91
2809,surprising,Adjective,11327,0.96
2810,withdraw,Verb,11352,0.96
2811,general,Noun,11344,0.96
2812,deck,Noun,11830,0.92
2813,similarly,Adverb,12180,0.89
2814,newly,Adverb,11388,0.95
2815,pole,Noun,11446,0.95
2816,testify,Verb,11843,0.91
2817,mode,Noun,12107,0.89
2818,dialogue,Noun,11706,0.92
2819,imply,Verb,12061,0.9
2820,naturally,Adverb,11304,0.96
2821,mutual,Adjective,11566,0.93
2822,founder,Noun,11570,0.93
2823,top,Preposition,11397,0.95
2824,advanced,Adjective,11626,0.93
2825,pride,Noun,11107,0.97
2826,dismiss,Verb,11160,0.97
2827,aircraft,Noun,11591,0.93
2828,delivery,Noun,11323,0.95
2829,mainly,Adverb,11367,0.95
2830,bake,Verb,12253,0.88
2831,freeze,Verb,11596,0.93
2832,platform,Noun,11209,0.96
2833,finance,Noun,11501,0.94
2834,sink,Verb,11592,0.93
2835,attractive,Adjective,11119,0.97
2836,respect,Verb,11083,0.97
2837,diverse,Adjective,12015,0.89
2838,relevant,Adjective,12212,0.88
2839,ideal,Adjective,11609,0.92
2840,joy,Noun,11171,0.96
2841,worth,Noun,11237,0.95
2842,regularly,Adverb,11329,0.95
2843,working,Adjective,11200,0.96
2844,singer,Noun,11277,0.95
2845,evolve,Verb,11442,0.93
2846,shooting,Noun,11633,0.92
2847,partly,Adverb,11132,0.96
2848,unknown,Adjective,11095,0.96
2849,assistant,Adjective,11391,0.94
2850,offense,Noun,11680,0.91
2851,counter,Noun,11676,0.91
2852,DNA,Noun,11580,0.92
2853,smell,Noun,12123,0.88
2854,potentially,Adverb,11387,0.94
2855,transfer,Noun,11830,0.9
2856,thirty,Measure,11637,0.92
2857,justify,Verb,11409,0.93
2858,protest,Noun,11181,0.95
2859,crash,Noun,11250,0.94
2860,craft,Noun,11559,0.92
2861,treaty,Noun,11689,0.91
2862,terrorist,Noun,12169,0.87
2863,insight,Noun,11591,0.92
2864,possess,Verb,11474,0.93
2865,politically,Adverb,11324,0.94
2866,tap,Verb,11279,0.94
2867,lie,Noun,11199,0.95
2868,extensive,Adjective,11580,0.92
2869,episode,Noun,11070,0.96
2870,double,Verb,11195,0.95
2871,swim,Verb,11342,0.93
2872,tire,Verb,11494,0.92
2873,fault,Noun,11116,0.95
2874,loose,Adjective,11299,0.94
2875,free,Verb,10898,0.97
2876,shortly,Adverb,10864,0.97
2877,originally,Adverb,10995,0.96
2878,considerable,Adjective,11544,0.91
2879,prior,Preposition,11746,0.9
2880,intellectual,Adjective,11842,0.89
2881,mix,Noun,11247,0.94
2882,assault,Noun,11039,0.95
2883,relax,Verb,11202,0.94
2884,stair,Noun,12171,0.86
2885,adventure,Noun,11031,0.95
2886,external,Adjective,12260,0.86
2887,proof,Noun,10775,0.97
2888,confident,Adjective,10831,0.97
2889,headquarters,Noun,11135,0.94
2890,sudden,Adjective,11370,0.92
2891,dirty,Adjective,11112,0.94
2892,violation,Noun,11154,0.94
2893,tongue,Noun,11674,0.89
2894,license,Noun,10943,0.95
2895,hold,Noun,10984,0.95
2896,shelter,Noun,10891,0.96
2897,rub,Verb,11695,0.89
2898,controversy,Noun,11054,0.94
2899,entrance,Noun,11121,0.94
2900,favorite,Noun,11134,0.94
2901,practice,Verb,10858,0.96
2902,properly,Adverb,10783,0.97
2903,fade,Verb,11373,0.92
2904,defensive,Adjective,11442,0.91
2905,tragedy,Noun,11039,0.94
2906,net,Noun,10918,0.95
2907,characterize,Verb,11799,0.88
2908,funeral,Noun,11086,0.94
2909,profession,Noun,11469,0.91
2910,alter,Verb,11106,0.94
2911,spot,Verb,11143,0.93
2912,constitute,Verb,11945,0.87
2913,establishment,Noun,11355,0.91
2914,squeeze,Verb,11280,0.92
2915,imagination,Noun,10913,0.95
2916,target,Verb,10960,0.95
2917,mask,Noun,11196,0.93
2918,convert,Verb,10990,0.94
2919,comprehensive,Adjective,11602,0.89
2920,prominent,Adjective,10948,0.95
2921,presentation,Noun,11372,0.91
2922,regardless,Adverb,11042,0.94
2923,easy,Adverb,10790,0.96
2924,load,Verb,10736,0.96
2925,stable,Adjective,10964,0.94
2926,introduction,Noun,11483,0.9
2927,appeal,Verb,10745,0.96
2928,pretend,Verb,11330,0.91
2929,not,Conjunction,11295,0.91
2930,elderly,Adjective,10976,0.94
2931,representation,Noun,12063,0.85
2932,deer,Noun,11665,0.88
2933,split,Verb,10593,0.97
2934,violate,Verb,10822,0.95
2935,partnership,Noun,11115,0.92
2936,pollution,Noun,11396,0.9
2937,emission,Noun,11688,0.88
2938,steady,Adjective,10715,0.96
2939,vital,Adjective,10866,0.94
2940,neither,Determiner,10587,0.97
2941,fate,Noun,10521,0.97
2942,earnings,Noun,11324,0.9
2943,oven,Noun,11454,0.89
2944,distinction,Noun,11383,0.9
2945,segment,Noun,10850,0.94
2946,nowhere,Adverb,10658,0.96
2947,poet,Noun,10840,0.94
2948,mere,Adjective,10778,0.95
2949,exciting,Adjective,10595,0.96
2950,variation,Noun,11403,0.89
2951,comfort,Noun,10674,0.95
2952,radical,Adjective,10924,0.93
2953,stress,Verb,10951,0.93
2954,adapt,Verb,10987,0.93
2955,Irish,Adjective,10833,0.94
2956,honey,Noun,11009,0.92
2957,correspondent,Noun,12008,0.85
2958,pale,Adjective,11598,0.88
2959,musician,Noun,10580,0.96
2960,significance,Noun,11520,0.88
2961,load,Noun,10869,0.93
2962,round,Adjective,10771,0.94
2963,vessel,Noun,10920,0.93
2964,storage,Noun,10893,0.93
2965,flee,Verb,10508,0.96
2966,mm-hmm,Exclamation,13755,0.73
2967,leather,Noun,11155,0.91
2968,distribute,Verb,10747,0.94
2969,evolution,Noun,11066,0.91
2970,ill,Adjective,10446,0.97
2971,tribe,Noun,10855,0.93
2972,shelf,Noun,10741,0.94
2973,can,Noun,10718,0.94
2974,grandfather,Noun,11003,0.91
2975,lawn,Noun,10815,0.93
2976,buyer,Noun,10953,0.92
2977,dining,Noun,10843,0.92
2978,wisdom,Noun,10561,0.95
2979,council,Noun,10695,0.94
2980,vulnerable,Adjective,10397,0.96
2981,instance,Noun,10885,0.92
2982,garlic,Noun,11449,0.87
2983,capability,Noun,10906,0.92
2984,poetry,Noun,10671,0.94
2985,celebrity,Noun,10756,0.93
2986,gradually,Adverb,10537,0.95
2987,stability,Noun,10901,0.91
2988,doubt,Verb,10352,0.96
2989,fantasy,Noun,10448,0.95
2990,scared,Adjective,10752,0.93
2991,guide,Verb,10524,0.94
2992,plot,Noun,10484,0.95
2993,framework,Noun,11710,0.85
2994,gesture,Noun,10739,0.92
2995,depending,Preposition,10461,0.95
2996,ongoing,Adjective,10721,0.92
2997,psychology,Noun,11316,0.88
2998,since,Adverb,10334,0.96
2999,counselor,Noun,12170,0.81
3000,witness,Verb,10178,0.97
3001,chapter,Noun,10579,0.94
3002,fellow,Noun,10339,0.96
3003,divorce,Noun,10322,0.96
3004,owe,Verb,10141,0.97
3005,pipe,Noun,10432,0.95
3006,athletic,Adjective,10803,0.91
3007,slight,Adjective,10500,0.94
3008,math,Noun,10430,0.94
3009,shade,Noun,10677,0.92
3010,tail,Noun,10663,0.92
3011,sustain,Verb,10550,0.93
3012,mount,Verb,10303,0.96
3013,obligation,Noun,10538,0.93
3014,angle,Noun,10456,0.94
3015,palm,Noun,11014,0.89
3016,differ,Verb,11222,0.88
3017,custom,Noun,10408,0.94
3018,store,Verb,10446,0.94
3019,economist,Noun,10625,0.92
3020,fifteen,Measure,10739,0.91
3021,soup,Noun,10571,0.93
3022,celebration,Noun,10209,0.96
3023,efficient,Adjective,10452,0.94
3024,damage,Verb,10163,0.96
3025,composition,Noun,10961,0.89
3026,satisfy,Verb,10194,0.96
3027,pile,Noun,10594,0.92
3028,briefly,Adverb,10125,0.97
3029,carbon,Noun,10799,0.9
3030,closer,Adjective,9976,0.98
3031,consume,Verb,10308,0.95
3032,scheme,Noun,10428,0.93
3033,crack,Noun,10330,0.94
3034,frequency,Noun,11284,0.86
3035,tobacco,Noun,10600,0.92
3036,survivor,Noun,10317,0.94
3037,besides,Adverb,10537,0.92
3038,in,Conjunction,9996,0.97
3039,psychologist,Noun,10698,0.91
3040,wealthy,Adjective,10054,0.96
3041,galaxy,Noun,11159,0.87
3042,given,Adjective,10622,0.91
3043,fund,Verb,10218,0.95
3044,ski,Noun,11656,0.83
3045,limitation,Noun,11038,0.88
3046,OK,Adjective,10733,0.9
3047,trace,Verb,10033,0.96
3048,appointment,Noun,9993,0.97
3049,preference,Noun,10833,0.89
3050,meter,Noun,10246,0.94
3051,explosion,Noun,10148,0.95
3052,arrest,Noun,10250,0.94
3053,publicly,Adverb,10169,0.95
3054,incredible,Adjective,10342,0.93
3055,fighter,Noun,10306,0.94
3056,rapid,Adjective,10427,0.92
3057,admission,Noun,10356,0.93
3058,hunter,Noun,10839,0.89
3059,educate,Verb,10171,0.95
3060,painful,Adjective,9896,0.97
3061,friendship,Noun,10130,0.95
3062,aide,Noun,10335,0.93
3063,infant,Noun,10205,0.94
3064,calculate,Verb,10485,0.92
3065,fifty,Measure,10524,0.91
3066,rid,Verb,10104,0.95
3067,porch,Noun,10894,0.88
3068,tendency,Noun,10642,0.9
3069,uniform,Noun,10193,0.94
3070,formation,Noun,10553,0.91
3071,scholarship,Noun,10305,0.93
3072,reservation,Noun,10215,0.94
3073,efficiency,Noun,10579,0.91
3074,waste,Verb,9956,0.96
3075,qualify,Verb,10090,0.95
3076,mall,Noun,10189,0.94
3077,derive,Verb,10913,0.87
3078,scandal,Noun,10403,0.92
3079,PC,Noun,11072,0.86
3080,helpful,Adjective,10120,0.94
3081,impress,Verb,9896,0.96
3082,heel,Noun,10288,0.93
3083,resemble,Verb,10050,0.95
3084,privacy,Noun,9956,0.96
3085,fabric,Noun,10320,0.92
3086,surprise,Verb,10023,0.95
3087,contest,Noun,10002,0.95
3088,proportion,Noun,10521,0.9
3089,guideline,Noun,10303,0.92
3090,rifle,Noun,10204,0.93
3091,maintenance,Noun,10167,0.93
3092,conviction,Noun,9834,0.96
3093,trick,Noun,10041,0.94
3094,organic,Adjective,10572,0.89
3095,tent,Noun,10110,0.94
3096,examination,Noun,10722,0.88
3097,publisher,Noun,10282,0.92
3098,strengthen,Verb,10159,0.93
3099,French,Noun,9845,0.96
3100,proposed,Adjective,10288,0.92
3101,myth,Noun,10161,0.93
3102,sophisticated,Adjective,9886,0.95
3103,cow,Noun,10032,0.94
3104,etc,Adverb,10112,0.93
3105,standing,Noun,9691,0.97
3106,asleep,Adjective,10684,0.88
3107,tennis,Noun,9985,0.94
3108,nerve,Noun,9933,0.94
3109,barrel,Noun,9951,0.94
3110,bombing,Noun,10462,0.9
3111,membership,Noun,10273,0.91
3112,ratio,Noun,10457,0.9
3113,menu,Noun,10238,0.91
3114,purchase,Noun,10001,0.94
3115,controversial,Adjective,9918,0.94
3116,desperate,Adjective,9795,0.96
3117,rate,Verb,10244,0.91
3118,lifestyle,Noun,9904,0.94
3119,humor,Noun,9654,0.97
3120,loud,Adjective,10324,0.9
3121,glove,Noun,10218,0.91
3122,suspect,Noun,10204,0.91
3123,sufficient,Adjective,10275,0.91
3124,narrative,Noun,10954,0.85
3125,photographer,Noun,9739,0.96
3126,helicopter,Noun,9986,0.93
3127,Catholic,Noun,9955,0.94
3128,modest,Adjective,9746,0.96
3129,provider,Noun,10196,0.91
3130,delay,Noun,9868,0.94
3131,agricultural,Adjective,10535,0.88
3132,explode,Verb,9821,0.95
3133,stroke,Noun,9891,0.94
3134,scope,Noun,10115,0.92
3135,punishment,Noun,9986,0.93
3136,handful,Noun,9735,0.95
3137,badly,Adverb,9652,0.96
3138,horizon,Noun,9857,0.94
3139,curious,Adjective,9738,0.95
3140,downtown,Adjective,10172,0.91
3141,girlfriend,Noun,9832,0.94
3142,prompt,Verb,9741,0.95
3143,request,Verb,9619,0.96
3144,cholesterol,Noun,10641,0.87
3145,absorb,Verb,9762,0.95
3146,adjustment,Noun,10309,0.9
3147,taxpayer,Noun,10113,0.91
3148,eager,Adjective,9627,0.96
3149,principal,Noun,9920,0.93
3150,detailed,Adjective,10006,0.92
3151,motivation,Noun,10566,0.87
3152,assignment,Noun,9874,0.93
3153,restriction,Noun,9928,0.93
3154,across,Adverb,9825,0.94
3155,Palestinian,Noun,10484,0.88
3156,laboratory,Noun,9972,0.92
3157,workshop,Noun,9926,0.93
3158,differently,Adverb,9565,0.96
3159,auto,Noun,10006,0.92
3160,romantic,Adjective,9561,0.96
3161,cotton,Noun,9734,0.94
3162,motor,Noun,9977,0.92
3163,sue,Verb,9797,0.94
3164,flavor,Noun,10143,0.91
3165,overlook,Verb,9553,0.96
3166,float,Verb,9982,0.92
3167,undergo,Verb,9826,0.93
3168,sequence,Noun,10041,0.91
3169,demonstration,Noun,9729,0.94
3170,jet,Noun,9690,0.95
3171,orange,Adjective,9755,0.94
3172,consumption,Noun,10162,0.9
3173,assert,Verb,10125,0.9
3174,blade,Noun,10394,0.88
3175,temporary,Adjective,9465,0.96
3176,medication,Noun,9789,0.93
3177,print,Verb,9508,0.96
3178,cabin,Noun,9955,0.92
3179,bite,Verb,9982,0.91
3180,relative,Adjective,10283,0.89
3181,edition,Noun,9638,0.95
3182,valley,Noun,9708,0.94
3183,yours,Pronoun,10004,0.91
3184,pitch,Noun,9586,0.95
3185,pine,Noun,9824,0.93
3186,brilliant,Adjective,9493,0.96
3187,versus,Preposition,10007,0.91
3188,manufacturing,Noun,9822,0.92
3189,risk,Verb,9285,0.98
3190,Christian,Noun,9751,0.93
3191,complex,Noun,9573,0.95
3192,absolute,Adjective,9622,0.94
3193,chef,Noun,10131,0.89
3194,discrimination,Noun,9872,0.92
3195,offensive,Adjective,9902,0.91
3196,German,Noun,9586,0.94
3197,suit,Verb,9477,0.95
3198,boom,Noun,9457,0.96
3199,register,Verb,9389,0.96
3200,appoint,Verb,9541,0.95
3201,heritage,Noun,9670,0.93
3202,God,Noun,9694,0.93
3203,terrorist,Adjective,10390,0.87
3204,dominant,Adjective,10143,0.89
3205,successfully,Adverb,9728,0.93
3206,shit,Noun,11047,0.82
3207,lemon,Noun,10095,0.89
3208,hungry,Adjective,9653,0.93
3209,sense,Verb,9697,0.93
3210,dry,Verb,9678,0.93
3211,wander,Verb,9822,0.92
3212,submit,Verb,9507,0.95
3213,economics,Noun,9758,0.92
3214,naked,Adjective,9897,0.91
3215,anticipate,Verb,9345,0.96
3216,nut,Noun,9605,0.94
3217,legacy,Noun,9461,0.95
3218,extension,Noun,9672,0.93
3219,shrug,Verb,10689,0.84
3220,fly,Noun,9689,0.93
3221,battery,Noun,9793,0.92
3222,arrival,Noun,9302,0.97
3223,legitimate,Adjective,9543,0.94
3224,orientation,Noun,10613,0.85
3225,inflation,Noun,9758,0.92
3226,cope,Verb,9952,0.9
3227,flame,Noun,9716,0.92
3228,cluster,Noun,9821,0.91
3229,host,Verb,9750,0.92
3230,wound,Noun,9404,0.95
3231,dependent,Adjective,10029,0.89
3232,shower,Noun,9624,0.93
3233,institutional,Adjective,10397,0.86
3234,depict,Verb,9721,0.92
3235,operating,Noun,9480,0.94
3236,flesh,Noun,9867,0.9
3237,garage,Noun,9573,0.93
3238,operator,Noun,9351,0.95
3239,instructor,Noun,9912,0.9
3240,collapse,Verb,9163,0.97
3241,borrow,Verb,9150,0.97
3242,furthermore,Adverb,10349,0.86
3243,comedy,Noun,9596,0.93
3244,mortgage,Noun,10022,0.89
3245,sanction,Noun,10163,0.87
3246,civilian,Adjective,9684,0.92
3247,twelve,Measure,9638,0.92
3248,weekly,Adjective,9297,0.95
3249,habitat,Noun,9665,0.92
3250,grain,Noun,9520,0.93
3251,brush,Verb,9806,0.9
3252,consciousness,Noun,9758,0.91
3253,devote,Verb,9326,0.95
3254,crack,Verb,9334,0.94
3255,measurement,Noun,10187,0.87
3256,province,Noun,9491,0.93
3257,ease,Verb,9247,0.95
3258,seize,Verb,9106,0.97
3259,ethics,Noun,9561,0.92
3260,nomination,Noun,9698,0.91
3261,permission,Noun,9298,0.95
3262,wise,Adjective,9101,0.97
